churn;plan_int;minutos_dias;llamadas_dias;minutos_int;llamdas_int;reclamos
No;no;178;49;6.2;5;3
No;no;180.5;94;7.4;2;1
No;no;141.7;125;9.3;2;1
Yes;no;289.3;73;6.4;7;1
No;no;193.4;91;9.5;5;2
No;no;184.2;92;11.3;4;1
No;no;144.1;87;12.4;4;2
No;no;180.3;84;12.1;1;3
No;no;179.2;76;15.1;3;1
No;no;50.6;91;13.7;5;2
No;no;223.7;73;11.1;1;2
No;no;220.5;110;5.6;7;1
No;yes;217.6;110;10.4;8;2
No;no;138.3;81;11.6;1;2
No;no;160.3;86;12.7;3;2
No;no;191.8;67;10.8;3;6
No;no;166.6;102;9.1;6;3
No;no;207;109;5.7;6;1
No;no;103.9;112;8.5;5;0
No;no;214.9;103;9.6;3;2
No;no;165.9;122;8.3;3;1
Yes;yes;92.2;95;5.7;1;1
No;no;182.3;106;10.9;6;1
Yes;no;211.4;94;5.5;5;1
No;no;151.2;118;5.6;17;0
No;no;178.8;64;5.5;4;2
No;no;136;90;5.5;3;0
No;no;87.1;110;14.4;4;2
No;no;169;87;12.2;3;3
No;no;196.7;117;10.1;11;3
No;no;114.6;94;8.3;5;2
No;no;204.5;88;12.6;8;0
Yes;yes;272.8;60;6.1;8;5
No;no;174.8;110;12;2;3
No;yes;128.9;71;9.9;4;0
No;no;54.8;123;11.5;1;1
No;no;259;105;11.1;3;3
Yes;no;182.6;76;12;1;6
No;no;123;111;9.3;12;1
No;no;169.9;96;8.6;2;2
No;no;201.4;85;11.9;5;2
No;no;124.2;146;11.5;6;3
No;no;128.2;109;8.1;4;0
No;no;214.3;126;10.6;4;4
No;no;243.3;107;11;4;4
No;no;200.7;107;12.9;3;4
No;no;231.4;93;11.4;5;2
No;no;235;85;7.7;3;2
No;no;237.5;117;9.7;3;1
No;no;228.3;80;8.4;9;1
No;no;160.5;123;10.7;5;1
No;no;185.6;125;6.9;3;1
No;no;214.3;138;8.3;5;1
No;no;240.8;105;7.6;3;4
No;no;104.2;75;9.2;2;1
Yes;no;273.8;94;10.4;2;3
No;yes;194.4;105;9.6;5;0
No;no;130.2;94;7.6;5;2
No;yes;123.7;114;7.9;3;0
No;no;142.8;106;7.2;8;0
No;no;206.1;134;10.2;2;3
No;no;182.4;92;10.1;2;1
No;no;179.9;100;11.4;4;2
No;no;228.4;103;9.4;7;3
No;no;202;100;3.4;4;1
No;no;148.8;89;6.3;2;1
Yes;yes;191.3;120;10.2;2;2
No;no;159.9;70;9;1;1
No;yes;191.7;97;4.9;4;2
No;no;86.4;102;11.9;6;2
No;no;151.2;89;9.3;2;2
No;no;196.2;105;6.9;11;0
No;no;182.1;136;12;7;2
No;no;155.1;110;11.3;2;3
No;no;125.9;90;7.3;7;0
No;no;136.1;146;18.5;2;2
No;no;284.3;115;3.5;4;0
No;no;199.7;76;13.7;6;1
No;no;98.2;87;13;5;2
No;no;247.6;65;7.3;5;3
Yes;no;254.3;87;11.6;5;1
No;no;241.3;113;11.8;6;3
Yes;no;111.8;106;11.5;4;4
No;no;163.7;123;8;5;1
No;no;164;112;10.2;4;1
Yes;no;97;96;10.8;3;5
No;no;195.2;101;11.4;3;0
No;yes;157.6;101;9.8;4;1
No;no;168.7;125;6.8;6;2
Yes;no;253.6;110;10.2;3;3
No;no;199;96;7.5;7;1
No;no;182.5;58;8.6;5;1
No;no;81.2;91;10.9;4;1
No;no;179.1;110;6.5;3;0
No;no;182.7;98;8.1;4;1
No;no;207;94;10.4;4;2
No;no;243.4;76;10;5;4
No;no;157.4;89;10.8;4;0
No;no;233.9;76;12.8;5;3
No;no;195.4;71;12.9;2;3
No;no;180.4;121;14.8;5;0
No;no;172.3;92;9.7;1;2
No;no;144.7;91;12.6;8;1
No;no;143.6;119;10.9;4;2
No;no;88.1;60;13.3;4;2
No;no;254.1;75;6.6;2;2
No;no;131.5;64;14.8;5;0
No;no;156.8;104;7.4;8;0
No;no;196.9;58;9.8;3;1
No;no;178;140;12;6;2
No;no;195.8;105;11.8;2;2
No;no;141.3;120;13.3;5;1
No;no;125.5;67;11;1;2
No;no;200.5;117;6.7;5;4
No;no;205.5;87;5.2;3;2
No;no;152.1;116;7.6;3;0
No;no;216.5;113;7.3;1;3
Yes;no;119.3;94;12.1;6;5
Yes;no;113.9;90;12.9;8;4
No;no;228.6;130;11.9;7;0
No;no;106.5;116;8.2;5;1
Yes;no;254.1;112;16.3;3;0
No;no;163.2;69;9.9;2;3
Yes;no;134;83;7.8;4;6
No;no;176;84;14.8;5;2
No;no;180.1;112;11.4;7;1
No;no;180.1;77;11.1;2;0
No;no;94.8;113;6.8;4;1
No;no;210.4;75;12.5;2;1
No;no;174.2;93;9.9;7;1
No;no;189.7;110;8.5;8;2
No;no;259;96;7.5;7;1
No;no;86.4;69;4.8;4;2
Yes;no;136.9;120;11.9;4;4
No;no;234.9;111;15.4;3;1
No;no;196.5;104;14.1;4;6
No;no;221.4;120;13.6;2;0
No;no;170.2;113;13;1;2
No;no;191.9;139;11.7;4;0
No;yes;172.1;138;9.2;6;2
No;no;189.9;104;10.1;6;1
No;no;147.8;71;6.9;3;1
No;no;62.5;68;12.5;5;1
Yes;no;256.6;119;12.2;5;1
No;no;123.7;98;9.6;5;1
No;no;113.1;77;13.4;3;1
No;no;220;102;10.3;2;1
No;no;147.7;105;11;3;1
Yes;no;271.9;106;9.3;3;1
No;no;196.2;107;13.2;4;1
No;no;111.3;92;10.8;8;1
No;no;176.7;129;9.1;4;0
No;no;211.3;91;6.3;4;2
No;no;219;98;6.8;3;2
Yes;no;284;92;6.6;2;1
No;no;174.1;94;16.2;3;1
No;no;124;77;13.1;2;0
No;no;175.6;127;12.3;2;2
No;no;111.7;116;8;5;1
No;no;37.4;102;8.3;5;2
No;no;201.4;112;10.7;2;1
No;no;156;88;11.4;9;1
No;no;162.9;103;7;5;4
No;no;211.4;111;10.5;2;2
No;no;170.6;79;6;3;0
No;no;203.9;126;10.5;2;3
No;no;157.3;83;9.7;4;1
No;no;172.7;112;4.1;1;0
No;no;196.6;87;11.4;3;2
No;no;147.7;95;8.9;8;3
Yes;yes;197.6;105;9.2;1;3
No;no;186.7;74;12;4;1
No;no;198.5;104;10.8;2;1
No;no;161.1;133;12.2;2;2
No;no;190.8;76;5.9;1;2
No;no;195.2;100;11.5;4;1
No;no;245.5;39;10.1;10;5
Yes;no;290.5;123;11.3;5;2
No;no;165.2;103;11.8;2;1
No;no;66.6;147;13;3;2
No;no;198.9;101;11.4;4;1
No;no;169.2;91;13;5;1
Yes;no;275.5;76;4.8;2;3
No;no;226.6;119;11.7;2;3
No;no;158.2;130;12.9;3;2
No;no;186.4;85;9.1;5;1
No;no;194;83;9.3;4;1
No;no;165.8;94;12.4;7;3
No;no;143.2;127;12.7;3;2
No;no;238.6;107;6.2;4;1
No;yes;113;63;10.9;7;1
No;no;136.1;95;8.9;5;1
No;no;149.6;74;16.4;7;0
No;no;232;80;12;6;1
No;no;167.2;94;7.8;5;3
No;no;162.4;87;5.8;5;2
No;no;189.6;89;5.4;8;3
No;no;247.6;97;12.1;6;1
No;no;179.4;108;13.4;7;2
No;no;245.1;68;11.5;4;2
No;no;127.2;56;13.2;3;3
Yes;no;271.9;104;13.8;4;2
No;no;142.7;80;12;11;2
No;no;94.5;97;9.2;3;2
No;no;173.3;114;12.3;3;2
No;no;241.7;115;4.5;5;2
Yes;yes;267.5;134;8.3;4;3
Yes;no;290.1;143;7.4;4;2
No;no;246;136;4;2;2
No;no;216.5;60;5.7;6;2
No;no;240.5;103;10.4;5;2
No;no;284.5;104;12.5;4;1
No;no;131.7;85;8.9;3;1
No;no;211.9;126;13.8;2;1
No;no;168.9;88;14.6;3;3
No;yes;230.5;126;10.6;3;1
No;no;195.5;77;7.3;2;1
No;no;112.3;101;13.3;2;1
No;no;103.6;107;6.6;6;0
No;no;121.5;80;10.4;5;1
No;no;175.8;116;5;4;0
No;no;187;95;7.9;2;2
No;no;165.9;98;11.2;11;2
No;no;152;86;9.3;3;1
No;yes;207.5;92;9.8;3;2
No;no;232.9;119;10.7;3;0
No;no;146.8;99;9.3;2;0
No;no;201.9;114;12.1;10;0
No;no;121.4;95;13.8;4;2
No;no;201.8;121;13.5;4;1
No;no;265.7;130;8.7;1;3
No;no;243.4;96;12.2;3;1
No;no;152.4;101;11.1;9;0
No;no;139.7;112;15.1;7;1
No;no;170.2;83;11.1;7;2
Yes;no;144.1;111;13.6;3;4
No;no;128.9;85;11.1;3;1
No;no;6.6;107;5.6;3;0
No;no;94.3;97;9.6;4;1
No;no;230.7;122;9.2;1;3
Yes;yes;144.3;70;7;2;1
No;no;126;124;8.6;1;1
No;no;281.6;103;7.4;3;2
Yes;no;298.1;113;8.2;4;4
No;no;143.3;98;11.4;3;2
No;no;88;81;9.8;2;2
No;no;121;139;5.3;8;1
No;no;212.9;80;8.8;4;2
No;no;217.5;116;8.7;3;1
No;no;138.1;115;11.7;4;1
No;no;212.1;90;7.1;4;0
No;no;196;85;9.7;1;1
No;no;186.2;95;7.8;6;0
No;yes;145.8;106;11.9;4;1
No;no;137;100;5.8;4;2
No;no;191.3;120;8.6;9;3
No;no;232.7;97;10.2;7;1
No;no;86;105;8.2;3;3
No;no;139.8;58;11.1;6;1
Yes;no;301.4;87;14.4;5;0
No;no;195;81;11.1;6;0
No;no;202;106;6;6;4
Yes;yes;211.6;87;14.1;11;0
Yes;no;272.5;113;10.1;5;2
Yes;yes;323.7;106;8.5;3;6
No;no;214.2;121;11.7;10;3
Yes;no;143.6;98;9.3;2;3
No;no;135.7;108;13;7;1
No;no;203.1;104;9.7;6;0
Yes;no;281.2;78;8.5;4;0
No;no;136.2;103;8.3;3;1
No;no;207.1;86;6;1;1
No;no;189.9;87;15.6;2;0
No;no;245.9;113;10.4;8;1
No;no;145.6;105;12.2;7;1
No;no;202.9;96;10.1;3;4
No;no;210.7;119;7.9;6;2
No;no;217.2;92;11.4;10;1
No;no;158.9;96;10.8;4;2
No;no;198;101;8.3;10;4
No;no;212.8;117;0;0;1
No;no;145.8;59;9.8;3;0
Yes;yes;180.9;121;8.6;2;2
No;no;209.9;109;9;5;1
Yes;no;112.9;81;11.3;7;4
No;no;242.5;71;6.3;3;3
No;no;190.1;114;9.2;5;3
No;no;185.9;106;9.3;4;2
Yes;no;265.8;122;13.6;9;2
No;no;184.7;109;11.3;4;2
No;no;217.1;115;12.6;6;2
No;no;161.2;121;9.6;9;1
No;no;198.7;114;10.5;5;4
Yes;yes;136.4;93;14.6;4;2
No;no;162;87;1.1;5;1
No;no;189.5;108;11;2;3
No;no;144.4;76;9.3;4;0
No;no;170.1;87;10.8;3;2
Yes;no;104;104;8.7;5;4
No;no;119.4;99;11.3;7;0
No;no;204.8;100;2;11;1
No;no;197.8;122;15.1;4;1
No;no;211.1;112;7.2;2;0
No;no;202.6;139;9.8;8;1
Yes;yes;312.4;110;10.6;2;1
No;no;184.8;76;9.8;6;2
No;no;123.8;130;8.8;7;2
No;no;34.5;85;7.9;7;0
No;yes;140.6;114;9.7;4;2
No;no;150.8;105;10.7;3;0
No;no;192.1;87;10.7;2;1
No;no;175.7;69;9.5;2;0
No;no;93.3;109;12.1;2;0
No;no;212.1;133;9.5;3;2
No;no;43.3;118;10.6;4;0
No;no;173.1;126;10.8;1;1
No;no;115.4;96;17.7;4;0
No;no;190.9;92;11.4;6;1
No;no;234.1;105;11.4;4;1
No;no;102.1;74;14;2;1
No;no;131.9;91;6.8;3;1
No;no;135;122;19.7;4;0
No;yes;145;80;8.9;5;0
No;no;170.3;48;16.1;4;3
No;no;188.7;99;10.8;2;1
Yes;no;177.2;118;12.3;2;3
No;no;7.2;97;12;4;1
No;no;181.1;124;5.6;6;5
No;no;151.8;90;10.8;5;2
No;no;159.4;86;8.5;2;1
No;no;226.6;99;10.2;5;3
No;no;214.7;115;7.4;6;3
No;no;157.6;107;8;4;1
No;no;157;101;16.2;2;2
No;no;170;115;8.3;2;0
Yes;no;244.7;115;7.5;6;1
Yes;no;252.6;89;8.8;5;1
No;no;188.3;70;10.3;6;0
No;no;177.9;89;11.5;6;3
No;no;170.7;101;6.9;7;1
No;no;235.7;127;9.9;5;2
Yes;no;184.2;90;14.7;2;3
No;no;140.6;89;13.6;4;1
No;no;188.8;67;8.5;6;0
No;no;129.4;102;9.3;16;0
